filename,prediction,target,is_valid,residual,abs_residual
DB0-m2_o22_o25_f0_pcu.sym.122_repeat_vox.npz,0.3971879184246063,0.3968760073184967,True,0.00031191110610961914,0.00031191110610961914
DB0-m2_o12_o26_f0_pcu.sym.29_repeat_vox.npz,0.5433720350265503,0.5436909794807434,True,-0.00031894445419311523,0.00031894445419311523
DB0-m2_o13_o21_f0_pcu.sym.72_repeat_vox.npz,0.3696194291114807,0.3699389994144439,True,-0.0003195703029632013,0.0003195703029632013
DB1-Cu2O8-irmof14_A-mof177_No46_repeat_vox.npz,0.1648696064949035,0.1645479947328567,True,0.00032161176204681396,0.00032161176204681396
DB5-hypotheticalMOF_5019131_1_0_0_19_15_11_repeat_vox.npz,0.1352147459983825,0.1355389952659607,True,-0.0003242492675781805,0.0003242492675781805
DB0-m2_o6_o24_f0_pcu.sym.18_repeat_vox.npz,0.4796571135520935,0.4799869954586029,True,-0.0003298819065093994,0.0003298819065093994
DB5-hypotheticalMOF_5004255_2_0_0_18_1_8_repeat_vox.npz,0.1301097869873047,0.1304589956998825,True,-0.0003492087125778198,0.0003492087125778198
DB0-m2_o6_o11_f0_nbo.sym.38_repeat_vox.npz,0.1450543999671936,0.1446910053491592,True,0.00036339461803439055,0.00036339461803439055
DB7-ddmof_22656_repeat_vox.npz,0.1742820143699646,0.1746699959039688,True,-0.0003879815340042114,0.0003879815340042114
DB13-hxg-Syn030253_repeat_vox.npz,0.440370500087738,0.439967006444931,True,0.00040349364280700684,0.00040349364280700684
DB0-m2_o14_o25_f0_pcu.sym.15_repeat_vox.npz,0.5822817087173462,0.58269202709198,True,-0.00041031837463378906,0.00041031837463378906
DB0-m3_o500_o21_f0_fsc.sym.19_repeat_vox.npz,0.7154817581176758,0.7158929705619812,True,-0.0004112124443054199,0.0004112124443054199
DB0-m9_o17_o27_f0_sra.sym.51_repeat_vox.npz,0.2126057744026184,0.2121810019016266,True,0.0004247725009918213,0.0004247725009918213
DB0-m3_o150_o158_f0_fsc.sym.71_repeat_vox.npz,1.7342514991760254,1.7338110208511353,True,0.0004404783248901367,0.0004404783248901367
DB5-hypotheticalMOF_5015923_3_0_0_3_15_6_repeat_vox.npz,0.1459724903106689,0.1455260068178177,True,0.0004464834928512018,0.0004464834928512018
DB5-hypotheticalMOF_5056080_1_0_1_28_19_8_repeat_vox.npz,0.2198159098625183,0.2202779948711395,True,-0.00046208500862118806,0.00046208500862118806
DB0-m2_o23_o24_f0_nbo.sym.165_repeat_vox.npz,0.129305899143219,0.1288409978151321,True,0.0004649013280868808,0.0004649013280868808
DB0-m3_o13_o27_f0_pcu.sym.113_repeat_vox.npz,0.632477879524231,0.6329740285873413,True,-0.0004961490631103516,0.0004961490631103516
DB1-Cu2O8-irmof10_A-pcn6_B_No246_repeat_vox.npz,0.194190502166748,0.1936870068311691,True,0.0005034953355788907,0.0005034953355788907
DB1-Zn2O8-ADC_A-irmof20_A_No684_repeat_vox.npz,0.3541494905948639,0.3536419868469238,True,0.000507503747940119,0.000507503747940119
DB0-m29_o91_o147_f0_pts.sym.19_repeat_vox.npz,1.0786597728729248,1.0781439542770386,True,0.0005158185958862305,0.0005158185958862305
DB0-m2_o23_o28_f0_nbo.sym.122_repeat_vox.npz,0.173555850982666,0.1729889959096908,True,0.0005668550729751864,0.0005668550729751864
DB5-hypotheticalMOF_5007653_2_0_0_15_11_8_repeat_vox.npz,0.1247867345809936,0.1241950020194053,True,0.0005917325615883012,0.0005917325615883012
DB1-Cu2O8N2-DPAC_A-irmof20_A_No63_repeat_vox.npz,0.1267628669738769,0.1273649930953979,True,-0.0006021261215209961,0.0006021261215209961
DB0-m2_o4_o23_f0_nbo.sym.48_repeat_vox.npz,0.1829056739807129,0.1835090070962906,True,-0.0006033331155776978,0.0006033331155776978
DB0-m3_o440_o4_f0_fsc.sym.7_repeat_vox.npz,1.664190411567688,1.6635819673538208,True,0.0006084442138671875,0.0006084442138671875
DB0-m2_o5_o17_f0_nbo.sym.10_repeat_vox.npz,0.1840576529502868,0.183447003364563,True,0.0006106495857238214,0.0006106495857238214
DB0-m3_o11_o23_f0_nbo.sym.64_repeat_vox.npz,0.1431158185005188,0.1437280029058456,True,-0.0006121844053267878,0.0006121844053267878
DB0-m2_o2_o21_f0_pcu.sym.77_repeat_vox.npz,0.2693197131156921,0.2699410021305084,True,-0.0006212890148163397,0.0006212890148163397
DB0-m3_o11_o29_f0_nbo.sym.49_repeat_vox.npz,0.2136171460151672,0.2129890024662017,True,0.0006281435489655096,0.0006281435489655096
DB0-m29_o89_o151_f0_pts.sym.3_repeat_vox.npz,1.0356903076171875,1.0363199710845947,True,-0.0006296634674072266,0.0006296634674072266
DB1-Cu2O8-ADC_A-irmof8_A_No921_repeat_vox.npz,0.3272929787635803,0.3279390037059784,True,-0.0006460249423980713,0.0006460249423980713
DB0-m3_o6_o25_f0_pcu.sym.118_repeat_vox.npz,0.4308043122291565,0.4301339983940124,True,0.0006703138351440985,0.0006703138351440985
DB0-m29_o96_o102_f0_pts.sym.7_repeat_vox.npz,0.3931988179683685,0.3938930034637451,True,-0.0006941854953766424,0.0006941854953766424
DB0-m2_o59_tfj_repeat_vox.npz,0.1541603207588195,0.1548629999160766,True,-0.0007026791572571078,0.0007026791572571078
DB0-m29_o90_o1470_f0_pts.sym.117_repeat_vox.npz,0.5719648599624634,0.5712550282478333,True,0.000709831714630127,0.000709831714630127
DB5-hypotheticalMOF_5001225_0_0_0_12_24_11_repeat_vox.npz,0.2202041745185852,0.2209350019693374,True,-0.0007308274507522028,0.0007308274507522028
DB1-Zn2O8-AZO_A-BDC_A_No195_repeat_vox.npz,0.4760985672473907,0.476839005947113,True,-0.00074043869972229,0.00074043869972229
DB0-m2_o4_o25_f0_nbo.sym.133_repeat_vox.npz,0.1584394574165344,0.1576970070600509,True,0.0007424503564834872,0.0007424503564834872
DB0-m2_o6_o24_f0_nbo.sym.76_repeat_vox.npz,0.1391869783401489,0.1384429931640625,True,0.000743985176086398,0.000743985176086398
DB0-m2_o7_o24_f0_nbo.sym.22_repeat_vox.npz,0.1426260471343994,0.1418749988079071,True,0.0007510483264922818,0.0007510483264922818
DB0-m2_o3_o6_f0_pcu.sym.33_repeat_vox.npz,0.2169892787933349,0.2177859991788864,True,-0.0007967203855515081,0.0007967203855515081
DB6-cuf_5970_repeat_vox.npz,1.0111947059631348,1.0120069980621338,True,-0.0008122920989990234,0.0008122920989990234
DB0-m29_o88_o450_f0_pts.sym.107_repeat_vox.npz,0.3976864516735077,0.3968679904937744,True,0.0008184611797332764,0.0008184611797332764
DB0-m9_o18_o20_f0_sra.sym.83_repeat_vox.npz,0.5807494521141052,0.5815709829330444,True,-0.000821530818939209,0.000821530818939209
DB5-hypotheticalMOF_5038057_0_0_1_18_16_8_repeat_vox.npz,0.4080140292644501,0.4071849882602691,True,0.0008290410041809637,0.0008290410041809637
DB0-m2_o14_o27_f0_pcu.sym.40_repeat_vox.npz,0.6652206182479858,0.6660500168800354,True,-0.0008293986320495605,0.0008293986320495605
DB0-m2_o1_o9_f0_nbo.sym.105_repeat_vox.npz,0.1412534713745117,0.1420869976282119,True,-0.0008335262537002008,0.0008335262537002008
DB0-m29_o88_o490_f0_pts.sym.59_repeat_vox.npz,0.391802042722702,0.39096799492836,True,0.000834047794342041,0.000834047794342041
DB0-m3_o7_o21_f0_pcu.sym.28_repeat_vox.npz,0.1594187617301941,0.1602530032396316,True,-0.0008342415094375055,0.0008342415094375055
DB0-m2_o16_o26_f0_pcu.sym.17_repeat_vox.npz,0.5998860001564026,0.5990359783172607,True,0.0008500218391418457,0.0008500218391418457
DB0-m2_o7_o11_f0_nbo.sym.166_repeat_vox.npz,0.1573818325996399,0.1582340002059936,True,-0.0008521676063537043,0.0008521676063537043
DB0-m2_o8_o48_f0_fsc_repeat_vox.npz,0.9357647895812988,0.934902012348175,True,0.0008627772331237793,0.0008627772331237793
DB1-Cu2O8N2-ADC_A-AZO_A_No362_repeat_vox.npz,0.155701458454132,0.1566040068864822,True,-0.0009025484323502142,0.0009025484323502142
DB7-ddmof_1881_repeat_vox.npz,0.2866169810295105,0.2857129871845245,True,0.0009039938449860174,0.0009039938449860174
DB0-m3_o25_o28_f0_nbo.sym.56_repeat_vox.npz,0.1789358854293823,0.1780270040035247,True,0.0009088814258575995,0.0009088814258575995
DB0-m2_o11_o22_f0_nbo.sym.103_repeat_vox.npz,0.1254688501358032,0.1245450004935264,True,0.0009238496422767917,0.0009238496422767917
DB0-m1_o27_smc_repeat_vox.npz,0.1673817634582519,0.1663800030946731,True,0.0010017603635787964,0.0010017603635787964
DB1-Cu2O8N2-DPAC_A-irmof20_A_No331_repeat_vox.npz,0.1676815152168274,0.1686979979276657,True,-0.0010164827108383179,0.0010164827108383179
DB0-m2_o6_o17_f0_pcu.sym.14_repeat_vox.npz,0.3219847083091736,0.3209539949893951,True,0.001030713319778498,0.001030713319778498
DB5-hypotheticalMOF_5024717_2_0_0_27_14_0_repeat_vox.npz,0.1518153548240661,0.1507779955863952,True,0.0010373592376708984,0.0010373592376708984
DB0-m1_o13_o26_f0_pcu_repeat_vox.npz,0.1853967905044555,0.18435600399971,True,0.0010407865047455112,0.0010407865047455112
DB0-m2_o4_o7_f0_nbo.sym.109_repeat_vox.npz,0.1482422351837158,0.1471980065107345,True,0.00104422867298129,0.00104422867298129
DB1-Cu2O8-ADC_A-DPAC_A_No39_repeat_vox.npz,0.1526411771774292,0.1536860018968582,True,-0.0010448247194289884,0.0010448247194289884
DB0-m2_o7_o20_f0_pcu.sym.55_repeat_vox.npz,0.1685661077499389,0.169620007276535,True,-0.001053899526596097,0.001053899526596097
DB0-m3_o155_o150_f0_fsc.sym.13_repeat_vox.npz,2.286797046661377,2.2878730297088623,True,-0.0010759830474853516,0.0010759830474853516
DB0-m3_o15_o17_f0_pcu.sym.47_repeat_vox.npz,2.0244181156158447,2.0233418941497803,True,0.0010762214660644531,0.0010762214660644531
DB0-m3_o1530_o158_f0_fsc.sym.35_repeat_vox.npz,3.262136459350586,3.2632439136505127,True,-0.0011074542999267578,0.0011074542999267578
