filename,wc_mmolg,split
DB0-m3_o4_o510_f0_fsc.sym.49_repeat.cif,1.795249,train
DB0-m9_o7_o13_f0_sra.sym.61_repeat.cif,0.363999,train
DB0-m2_o22_o22_f0_nbo.sym.90_repeat.cif,0.069441,train
DB0-m2_o15_o17_f0_nbo.sym.34_repeat.cif,0.507715,train
DB6-cuf_10007_repeat.cif,0.255535,train
DB0-m3_o24_o153_f0_fsc.sym.87_repeat.cif,1.946841,train
DB5-hypotheticalMOF_5003964_2_0_0_18_24_4_repeat.cif,0.130142,train
DB5-hypotheticalMOF_1002603_0_0_3_5_7_1_repeat.cif,0.7178049999999999,train
DB0-m3_o112_o17_fsc_0.0714285714286_COH_repeat.cif,3.767309,train
DB12-REXDEF_clean_repeat.cif,0.426084,train
DB5-hypotheticalMOF_23015_1_0_1_13_7_1_repeat.cif,0.668867,train
DB6-cuf_2984_repeat.cif,2.866479,train
DB12-WILHIK_clean_repeat.cif,1.46463,train
DB0-m3_o14_o17_f0_pcu.sym.79_repeat.cif,2.3369400000000007,train
DB0-m3_o14_o21_f0_pcu.sym.9_repeat.cif,0.533017,train
DB0-m29_o90_o450_f0_pts.sym.76_repeat.cif,0.296139,train
DB0-m3_o10_o29_f0_pcu.sym.27_repeat.cif,4.249485,train
DB0-m3_o1520_o6_f0_fsc.sym.2_repeat.cif,1.056492,train
DB0-m2_o2_o27_f0_nbo.sym.72_repeat.cif,0.163169,train
DB0-m3_o1_o21_f0_pcu.sym.11_repeat.cif,0.2879609999999999,train
DB0-m2_o4_o24_f0_nbo.sym.55_repeat.cif,0.156386,train
DB0-m3_o14_o27_f0_nbo.sym.8_repeat.cif,0.2261,train
DB0-m3_o13_o15_f0_pcu.sym.59_repeat.cif,1.389574,train
DB0-m2_o11_o21_f0_pcu.sym.120_repeat.cif,0.171392,train
DB0-m3_o28_o137_f0_fsc_repeat.cif,1.2428169999999998,train
DB5-hypotheticalMOF_5076097_1_0_2_27_2_7_repeat.cif,1.36141,train
DB0-m3_o17_o21_f0_pcu.sym.51_repeat.cif,0.4841189999999999,train
DB0-m3_o13_o19_f0_pcu.sym.87_repeat.cif,0.332514,train
DB0-m29_o88_o108_f0_pts.sym.69_repeat.cif,0.732733,train
DB0-m9_o13_o14_f0_sra.sym.78_repeat.cif,1.01045,train
DB0-m3_o8_o27_f0_pcu.sym.73_repeat.cif,0.189955,train
DB0-m3_o3_o13_f0_pcu.sym.30_repeat.cif,0.275831,train
DB12-MOQSIV_freeONLY_repeat.cif,0.042451,train
DB0-m3_o1490_o156_f0_fsc.sym.7_repeat.cif,4.055536,train
DB5-hypotheticalMOF_5071135_1_0_2_9_9_5_repeat.cif,0.776427,train
DB0-m3_o49_o13_f0_fsc.sym.54_repeat.cif,3.431857,train
DB0-m2_o2_o19_f0_nbo.sym.56_repeat.cif,0.163676,train
DB0-m2_o20_o27_f0_nbo.sym.66_repeat.cif,0.145144,train
DB0-m3_o3_o15_f0_pcu.sym.37_repeat.cif,1.070474,train
DB0-m3_o3_o25_f0_pcu.sym.9_repeat.cif,0.260877,train
DB0-m29_o97_o45_f0_pts.sym.35_repeat.cif,1.234375,train
DB0-m29_o99_o86_f0_pts.sym.80_repeat.cif,0.471107,train
DB0-m3_o1_o153_f0_fsc.sym.15_repeat.cif,2.876608,train
DB5-hypotheticalMOF_5005850_1_0_0_15_9_1_repeat.cif,0.116412,train
DB0-m3_o10_o23_f0_pcu.sym.87_repeat.cif,1.456989,train
DB0-m2_o2_o75_f0_fsc_repeat.cif,1.54121,train
DB0-m3_o14_o23_f0_pcu.sym.103_repeat.cif,1.149846,train
DB1-Zn2O8-AZO_A-DPAC_A_No78_repeat.cif,0.095811,train
DB0-m3_o23_o26_f0_pcu.sym.151_repeat.cif,0.388274,train
DB0-m3_o1_o8_f0_pcu.sym.85_repeat.cif,0.6957409999999999,train
DB0-m2_o1_o17_f0_nbo.sym.17_repeat.cif,0.100087,train
DB0-m3_o152_o158_f0_fsc.sym.90_repeat.cif,2.589662,train
DB0-m2_o20_o22_f0_pcu.sym.37_repeat.cif,0.1543209999999999,train
DB0-m3_o7_o23_f0_pcu.sym.85_repeat.cif,0.376827,train
DB0-m3_o35_o35_f0_pts.sym.77_repeat.cif,0.2123119999999999,train
DB0-m3_o52_o156_f0_fsc.sym.99_repeat.cif,3.0338650000000005,train
DB0-m2_o21_o22_f0_pcu.sym.113_repeat.cif,0.166089,train
DB0-m2_o1_o22_f0_nbo.sym.55_repeat.cif,0.2170129999999999,train
DB0-m29_o85_o143_f0_pts.sym.49_repeat.cif,0.36528,train
DB0-m3_o2_o14_f0_nbo.sym.36_repeat.cif,0.421064,train
DB0-m3_o450_o159_f0_fsc.sym.106_repeat.cif,1.32512,train
DB1-Cu2N8-BDC_B-DPAC_B_No451_repeat.cif,0.755919,train
DB0-m3_o156_o1470_f0_fsc.sym.45_repeat.cif,4.063739,train
DB0-m3_o11_o13_f0_pcu.sym.79_repeat.cif,0.366575,train
DB0-m3_o11_o28_f0_nbo.sym.31_repeat.cif,0.178164,train
DB0-m29_o99_o1470_f0_pts.sym.16_repeat.cif,0.446025,train
DB1-Cu2N8-ADC_B-DPAC_B_No291_repeat.cif,0.506937,train
DB0-m3_o6_o47_f0_fsc.sym.18_repeat.cif,0.7352299999999999,train
DB0-m3_o7_o21_f0_pcu.sym.108_repeat.cif,0.4692510000000001,train
DB0-m3_o150_o23_f0_fsc.sym.40_repeat.cif,1.1608479999999997,train
DB1-Zn2O8-NCO_A-TDPAT_No155_repeat.cif,0.2520969999999999,train
DB0-m29_o99_o51_f0_pts.sym.62_repeat.cif,0.410122,train
DB0-m3_o9_o29_f0_nbo.sym.4_repeat.cif,0.4420769999999999,train
DB0-m2_o3_o20_f0_nbo.sym.7_repeat.cif,0.171482,train
DB1-Zn2O8N2-irmof10_A-irmof6_A_No84_repeat.cif,0.49005,train
DB0-m2_o14_o14_f0_nbo.sym.39_repeat.cif,0.33343,train
DB0-m3_o3_o4_f0_nbo.sym.66_repeat.cif,0.199565,train
DB1-Zn2O8N2-DPAC_A-irmof7_A_No1103_repeat.cif,0.2177569999999999,train
DB0-m29_o96_o52_f0_pts.sym.71_repeat.cif,1.05621,train
DB0-m2_o6_o22_f0_nbo.sym.49_repeat.cif,0.122785,train
DB7-ddmof_19620_repeat.cif,0.222804,train
DB5-hypotheticalMOF_30775_0_0_2_1_2_6_repeat.cif,1.1538110000000004,train
DB1-Zn4O13-DPAC_A-irmof7_A_No224_repeat.cif,0.27077,train
DB0-m3_o14_o14_f0_nbo.sym.42_repeat.cif,0.582392,train
DB1-Cu2O8N2-AZO_A-fum_A_No171_repeat.cif,0.855056,train
DB0-m2_o21_o24_f0_pcu.sym.29_repeat.cif,0.106143,train
DB0-m3_o17_o115_f0_fsc.sym.18_repeat.cif,0.610277,train
DB0-m3_o25_o27_f0_nbo.sym.44_repeat.cif,0.1761619999999999,train
DB1-Cu2O8N2-AZO_A-irmof8_A_No115_repeat.cif,0.205031,train
DB0-m3_o23_o25_f0_nbo.sym.49_repeat.cif,0.205743,train
DB0-m2_o2_o10_f0_pcu.sym.64_repeat.cif,0.311639,train
DB0-m3_o160_o430_f0_fsc.sym.39_repeat.cif,0.9425519999999998,train
DB0-m2_o7_o22_f0_nbo.sym.98_repeat.cif,0.082366,train
DB0-m29_o88_o42_f0_pts.sym.87_repeat.cif,0.957429,train
DB0-m3_o1470_o6_f0_fsc.sym.12_repeat.cif,0.578504,train
DB15-pcu_N65_E50_opt_repeat.cif,2.20866,train
DB0-m2_o4_o11_f0_nbo.sym.90_repeat.cif,0.171374,train
DB0-m2_o7_o16_f0_pcu.sym.94_repeat.cif,0.2599899999999999,train
DB0-m3_o17_o43_f0_fsc.sym.14_repeat.cif,0.8769219999999999,train
DB0-m2_o6_o10_f0_pcu.sym.122_repeat.cif,0.33584,train
DB0-m3_o4_o27_f0_nbo.sym.57_repeat.cif,0.16885,train
DB0-m29_o89_o90_f0_pts.sym.7_repeat.cif,0.570155,train
DB5-hypotheticalMOF_5017155_3_1_0_19_25_6_repeat.cif,0.344354,train
DB5-hypotheticalMOF_25849_0_0_1_16_2_10_repeat.cif,3.602485,train
DB0-m3_o14_o47_f0_fsc.sym.60_repeat.cif,1.880093,train
DB0-m2_o20_o21_f0_pcu.sym.29_repeat.cif,0.1085769999999999,train
DB0-m29_o81_o430_f0_pts.sym.20_repeat.cif,0.3237649999999999,train
DB0-m3_o35_o35_f0_pts.sym.147_repeat.cif,0.4093449999999999,train
DB0-m3_o48_o18_f0_fsc.sym.16_repeat.cif,3.889012,train
DB0-m3_o12_o16_f0_pcu.sym.37_repeat.cif,1.238895,train
DB0-m29_o96_o530_f0_pts.sym.52_repeat.cif,0.426904,train
DB0-m3_o10_o11_f0_pcu.sym.14_repeat.cif,0.878997,train
DB0-m3_o6_o20_f0_nbo.sym.9_repeat.cif,0.1222539999999999,train
DB0-m3_o25_o1490_f0_fsc.sym.23_repeat.cif,1.400557,train
DB0-m3_o1_o7_f0_nbo_repeat.cif,0.1576179999999999,train
DB0-m2_o12_o26_f0_pcu.sym.28_repeat.cif,0.477019,train
DB1-Cu2O8-fum_A-irmof7_A_No240_repeat.cif,1.148926,train
DB0-m29_o89_o510_f0_pts.sym.51_repeat.cif,0.502685,train
DB0-m3_o50_o13_f0_fsc.sym.4_repeat.cif,2.799311,train
DB7-ddmof_3809_repeat.cif,0.180722,train
DB1-Al2O6-ADC_B-BDC_B_No103_repeat.cif,3.696369,train
DB5-hypotheticalMOF_5046911_2_0_1_19_24_0_repeat.cif,0.165237,train
DB15-qtz-x_N123_E220_opt_repeat.cif,1.5114979999999998,train
DB0-m3_o43_o22_f0_fsc.sym.54_repeat.cif,2.2970110000000004,train
DB0-m3_o146_o21_f0_fsc.sym.57_repeat.cif,0.096929,train
DB6-cuf_10076_repeat.cif,0.2267769999999999,train
DB0-m3_o520_o156_f0_fsc.sym.72_repeat.cif,1.559061,train
DB12-GAWCUF_freeONLY_repeat.cif,2.3726480000000003,train
DB0-m3_o51_o20_f0_fsc.sym.10_repeat.cif,0.4783649999999999,train
DB0-m29_o83_o110_f0_pts.sym.56_repeat.cif,1.036628,train
DB0-m29_o89_o110_f0_pts.sym.49_repeat.cif,1.4646820000000005,train
DB0-m2_o9_o26_f0_pcu.sym.46_repeat.cif,0.378398,train
DB0-m3_o7_o11_f0_pcu.sym.74_repeat.cif,0.4666839999999999,train
DB1-Al2O6-irmof6_B-irmof7_B_No249_repeat.cif,0.319114,train
DB0-m3_o7_o17_f0_nbo.sym.13_repeat.cif,0.20042,train
DB1-Al2O6-ADC_B-DPAC_B_No210_repeat.cif,1.516519,train
DB5-hypotheticalMOF_12192_0_0_0_5_10_7_repeat.cif,0.30651,train
DB5-hypotheticalMOF_1000579_0_0_3_24_9_10_repeat.cif,1.650507,train
DB1-Cu2O8-irmof14_A-irmof16_A_No576_repeat.cif,0.181407,train
DB0-m2_o25_o29_f0_pcu.sym.2_repeat.cif,0.266773,train
DB0-m2_o3_o10_f0_pcu.sym.84_repeat.cif,0.950849,train
DB0-m9_o19_o22_f0_sra.sym.84_repeat.cif,0.900164,train
DB0-m2_o7_o16_f0_pcu.sym.132_repeat.cif,0.608132,train
DB0-m3_o6_o14_f0_pcu.sym.43_repeat.cif,0.502593,train
DB0-m3_o9_o27_f0_nbo.sym.70_repeat.cif,0.4562179999999999,train
DB0-m29_o96_o51_f0_pts.sym.110_repeat.cif,0.731044,train
DB0-m2_o18_o21_f0_pcu.sym.15_repeat.cif,0.300623,train
DB0-m2_o11_o19_f0_nbo.sym.19_repeat.cif,0.134654,train
DB5-hypotheticalMOF_5048132_3_0_1_19_18_7_repeat.cif,0.2186149999999999,train
DB6-cuf_3476_repeat.cif,0.33875,train
DB0-m1_o25_o39_fsc_repeat.cif,0.622907,train
DB0-m2_o24_o25_f0_nbo_repeat.cif,0.12337,train
DB0-m2_o3_o22_f0_pcu.sym.34_repeat.cif,0.261666,train
DB13-lvt-Syn032601_repeat.cif,0.649539,train
DB12-BEFLUV_clean_repeat.cif,1.2077559999999998,train
DB1-Cu2O8-ADC_A-irmof6_A_No256_repeat.cif,0.2662429999999999,train
DB0-m2_o12_o14_f0_pcu.sym.2_repeat.cif,1.512935,train
DB0-m2_o6_o16_f0_pcu.sym.22_repeat.cif,0.335049,train
DB0-m2_o3_o8_f0_pcu.sym.74_repeat.cif,0.208786,train
DB12-OKOSUE_clean_repeat.cif,2.219628,train
DB0-m29_o97_o1500_f0_pts.sym.33_repeat.cif,0.438248,train
DB0-m2_o3_o8_f0_pcu.sym.51_repeat.cif,0.2922,train
DB12-XUCSAR01_clean_repeat.cif,0.2750719999999997,train
DB0-m3_o1480_o21_f0_fsc.sym.46_repeat.cif,1.514616,train
DB0-m3_o480_o156_f0_fsc.sym.21_repeat.cif,3.428642,train
DB0-m2_o17_o24_f0_nbo.sym.46_repeat.cif,0.252956,train
DB1-Cu2N8-ADC_B-BDC_B_No595_repeat.cif,0.8111349999999999,train
DB0-m3_o15_o27_f0_nbo.sym.88_repeat.cif,0.415719,train
DB0-m29_o88_o500_f0_pts.sym.14_repeat.cif,0.597613,train
DB7-ddmof_7066_repeat.cif,0.379148,train
DB0-m9_o6_o20_f0_sra.sym.62_repeat.cif,0.251592,train
DB0-m29_o88_o113_f0_pts.sym.102_repeat.cif,1.142449,train
DB0-m29_o88_o450_f0_pts.sym.94_repeat.cif,0.241082,train
DB2-mof_11007_repeat.cif,1.205077,train
DB0-m3_o15_o22_f0_nbo.sym.36_repeat.cif,0.915153,train
DB0-m2_o8_o17_f0_pcu.sym.79_repeat.cif,0.285797,train
DB0-m6_o4_o22_f0_bcu.sym.114_repeat.cif,2.013075,train
DB0-m29_o82_o1470_f0_pts.sym.64_repeat.cif,0.856101,train
DB1-Al2O6-AZO_B-DPAC_B_No198_repeat.cif,1.703247,train
DB1-Cu2O8-irmof14_A-irmof8_A_No7_repeat.cif,0.444774,train
DB0-m3_o6_o12_f0_pcu.sym.60_repeat.cif,0.368542,train
DB0-m3_o24_o105_f0_fsc.sym.21_repeat.cif,1.2360380000000002,train
DB0-m3_o2_o28_f0_pcu_repeat.cif,0.227199,train
DB0-m3_o6_o11_f0_pcu.sym.66_repeat.cif,0.344855,train
DB0-m6_o30_cut_repeat.cif,0.948812,train
DB0-m29_o97_o1470_f0_pts.sym.29_repeat.cif,0.772298,train
DB0-m3_o7_o23_f0_pcu_repeat.cif,0.381867,train
DB1-Cu2O8N2-ADC_A-BDC_A_No590_repeat.cif,0.2469849999999999,train
DB0-m2_o11_o17_f0_pcu.sym.101_repeat.cif,1.625442,train
DB6-cuf_7181_repeat.cif,0.306836,train
DB0-m2_o17_o20_f0_nbo.sym.67_repeat.cif,0.237533,train
DB0-m29_o99_o1500_f0_pts.sym.122_repeat.cif,0.214343,train
DB0-m29_o88_o86_f0_pts.sym.85_repeat.cif,0.8664080000000001,train
DB0-m9_o2_o3_f0_sra.sym.4_repeat.cif,0.5102559999999999,train
DB0-m29_o99_o87_f0_pts.sym.90_repeat.cif,1.580598,train
DB0-m29_o90_o82_f0_pts.sym.90_repeat.cif,0.6908160000000001,train
DB0-m3_o1_o18_f0_pcu.sym.10_repeat.cif,1.089533,train
DB6-cuf_8383_repeat.cif,0.322099,train
DB0-m29_o90_o85_f0_pts.sym.52_repeat.cif,0.67072,train
DB5-hypotheticalMOF_5073248_3_2_2_19_15_5_repeat.cif,1.110924,train
DB0-m3_o151_o159_f0_fsc.sym.11_repeat.cif,1.024714,train
DB1-Zn4O13-BDC_A-irmof20_A_No20_repeat.cif,0.127337,train
DB7-ddmof_19190_repeat.cif,0.343558,train
DB5-hypotheticalMOF_6000906_3_1_3_18_21_0_repeat.cif,2.1741,train
DB0-m3_o99_o23_f0_fsc.sym.43_repeat.cif,1.6276089999999996,train
DB0-m3_o5_o15_f0_nbo.sym.7_repeat.cif,1.135267,train
DB0-m2_o11_o25_f0_pcu.sym.5_repeat.cif,1.5950950000000002,train
DB6-cuf_10480_repeat.cif,0.268489,train
DB0-m3_o17_o143_f0_fsc.sym.8_repeat.cif,2.670016,train
DB0-m2_o16_bbh_repeat.cif,0.216484,train
DB0-m2_o6_o29_f0_pcu.sym.1_repeat.cif,0.273383,train
DB0-m3_o1500_o159_f0_fsc.sym.18_repeat.cif,1.847293,train
DB13-nbo-Syn011509_repeat.cif,0.096117,train
DB0-m3_o93_o23_f0_fsc.sym.9_repeat.cif,2.064509,train
DB0-m29_o81_o110_f0_pts.sym.50_repeat.cif,0.913269,train
DB0-m29_o90_o147_f0_pts.sym.82_repeat.cif,0.828755,train
DB0-m3_o15_o27_f0_nbo.sym.60_repeat.cif,0.697816,train
DB12-ic800131r-file003_freeONLY_repeat.cif,0.3034099999999999,train
DB0-m3_o1_o95_f0_fsc_repeat.cif,1.994829,train
DB0-m3_o26_o29_f0_pcu.sym.42_repeat.cif,0.2088449999999999,train
DB0-m2_o9_o15_f0_nbo.sym.64_repeat.cif,0.413248,train
DB0-m29_o91_o148_f0_pts.sym.41_repeat.cif,0.846864,train
DB0-m9_o3_o23_f0_sra.sym.68_repeat.cif,0.6581739999999999,train
DB0-m3_o13_o16_f0_pcu.sym.97_repeat.cif,1.2442720000000005,train
DB6-cuf_2547_repeat.cif,0.4783919999999999,train
DB0-m2_o20_o28_f0_nbo.sym.2_repeat.cif,0.197169,train
DB0-m3_o47_o159_f0_fsc.sym.34_repeat.cif,1.918559,train
DB0-m2_o3_o4_f0_pcu.sym.23_repeat.cif,0.482651,train
DB0-m3_o8_o14_f0_pcu.sym.91_repeat.cif,0.344557,train
DB6-cuf_6108_repeat.cif,0.7182120000000001,train
DB0-m29_o82_o51_f0_pts.sym.80_repeat.cif,1.37019,train
DB0-m3_o42_o23_f0_fsc.sym.3_repeat.cif,1.271778,train
DB0-m3_o18_o29_f0_pcu.sym.71_repeat.cif,0.3987639999999999,train
DB0-m29_o99_o1470_f0_pts.sym.118_repeat.cif,0.687228,train
DB0-m3_o11_o15_f0_pcu.sym.4_repeat.cif,1.050607,train
DB6-cuf_6611_repeat.cif,0.520274,train
DB0-m2_o6_o7_f0_pcu.sym.84_repeat.cif,0.171284,train
DB0-m3_o12_o13_f0_pcu.sym.53_repeat.cif,0.289859,train
DB0-m29_o82_o54_f0_pts.sym.54_repeat.cif,1.0861230000000002,train
DB0-m2_o23_o26_f0_pcu.sym.12_repeat.cif,0.308764,train
DB0-m2_o13_o29_f0_pcu.sym.22_repeat.cif,0.266662,train
DB0-m29_o84_o148_f0_pts.sym.52_repeat.cif,1.6228109999999998,train
DB0-m3_o24_o148_f0_fsc.sym.31_repeat.cif,2.409051,train
DB0-m9_o18_o23_f0_sra.sym.12_repeat.cif,0.724677,train
DB0-m3_o8_o27_f0_pcu.sym.103_repeat.cif,0.216024,train
DB12-AVIMUO_freeONLY_repeat.cif,1.082742,train
DB0-m3_o51_o159_f0_fsc.sym.6_repeat.cif,1.608143,train
DB0-m29_o81_o43_f0_pts.sym.8_repeat.cif,0.694683,train
DB12-CIWROQ_freeONLY_repeat.cif,0.565616,train
DB0-m2_o7_o14_f0_nbo.sym.43_repeat.cif,0.153318,train
DB0-m3_o150_o158_f0_fsc.sym.42_repeat.cif,2.551575,train
DB0-m3_o23_o25_f0_pcu.sym.58_repeat.cif,0.179055,train
DB0-m2_o2_o24_f0_pcu.sym.42_repeat.cif,0.397937,train
DB0-m3_o25_o150_f0_fsc.sym.12_repeat.cif,0.98466,train
DB0-m3_o22_o24_f0_nbo.sym.28_repeat.cif,0.141542,train
DB0-m3_o1520_o25_f0_fsc.sym.58_repeat.cif,1.783244,train
DB0-m3_o1520_o13_f0_fsc.sym.45_repeat.cif,2.09682,train
DB6-pMOF_180_repeat.cif,0.272215,train
DB0-m3_o1_o23_f0_nbo.sym.75_repeat.cif,0.2432139999999999,train
DB0-m3_o8_o29_f0_pcu.sym.81_repeat.cif,0.184703,train
DB0-m3_o6_o47_f0_fsc.sym.19_repeat.cif,1.10782,train
DB0-m2_o8_o25_f0_pcu.sym.45_repeat.cif,0.247115,train
DB0-m29_o93_o510_f0_pts.sym.12_repeat.cif,0.2999199999999999,train
DB0-m29_o97_o490_f0_pts.sym.65_repeat.cif,0.8023129999999999,train
DB5-hypotheticalMOF_5033823_1_1_1_12_26_0_repeat.cif,0.590601,train
DB0-m3_o3_o13_f0_pcu.sym.63_repeat.cif,0.557283,train
DB12-RUWZOA_freeONLY_repeat.cif,1.839909,train
DB0-m3_o6_o22_f0_nbo.sym.2_repeat.cif,0.1903949999999999,train
DB1-Cu2O8N2-irmof14_A-irmof20_A_No145_repeat.cif,0.286647,train
DB0-m2_o1_o4_f0_nbo.sym.141_repeat.cif,0.365257,train
DB5-hypotheticalMOF_5059574_1_1_2_12_25_4_repeat.cif,0.916633,train
DB5-hypotheticalMOF_32621_1_0_2_11_10_5_repeat.cif,0.245223,train
DB0-m29_o82_o148_f0_pts.sym.34_repeat.cif,2.180642,train
DB0-m2_o9_o17_f0_nbo.sym.19_repeat.cif,0.336678,train
DB0-m3_o10_o28_f0_pcu.sym.67_repeat.cif,2.9532490000000005,train
DB1-Zn2O8-irmof16_A-irmof20_A_No350_repeat.cif,0.200268,train
DB0-m29_o99_o92_f0_pts.sym.29_repeat.cif,0.586199,train
DB1-Cu2O8-ADC_A-BDC_A_No214_repeat.cif,0.414628,train
DB0-m2_o17_o27_f0_pcu.sym.123_repeat.cif,0.350189,train
DB15-pcu_N65_E158_opt_repeat.cif,4.134714,train
DB0-m3_o14_o22_f0_pcu.sym.38_repeat.cif,2.279843,train
DB12-DAWBUA_clean_repeat.cif,1.7960189999999998,train
DB0-m3_o18_o146_f0_fsc.sym.33_repeat.cif,1.136125,train
DB1-MIL47V-irmof20_B-mof177_No8_repeat.cif,0.461805,train
DB0-m3_o160_o150_f0_fsc.sym.9_repeat.cif,1.5391510000000002,train
DB0-m3_o101_o6_f0_fsc.sym.1_repeat.cif,1.205558,train
DB0-m29_o85_o150_f0_pts.sym.136_repeat.cif,0.651294,train
DB0-m3_o11_o15_f0_nbo.sym.86_repeat.cif,0.196037,train
DB0-m2_o9_o27_f0_nbo.sym.34_repeat.cif,0.194232,train
DB1-Cu2N8-ADC_B-irmof7_B_No252_repeat.cif,1.731502,train
DB1-Cu2O8N2-BDC_A-fum_A_No27_repeat.cif,0.872078,train
DB7-ddmof_2981_repeat.cif,0.373317,train
DB0-m29_o97_o87_f0_pts.sym.21_repeat.cif,2.985057,train
DB0-m15_o25_o48_f0_fsc_repeat.cif,1.108974,train
DB0-m2_o6_o25_f0_nbo.sym.113_repeat.cif,0.086145,train
DB0-m3_o50_o155_f0_fsc.sym.23_repeat.cif,3.277527,train
DB0-m3_o115_o22_f0_fsc.sym.33_repeat.cif,1.8712720000000005,train
DB0-m29_o84_o45_f0_pts.sym.27_repeat.cif,0.789163,train
DB0-m29_o88_o149_f0_pts.sym.76_repeat.cif,1.212463,train
DB5-hypotheticalMOF_5071592_1_1_2_19_21_2_repeat.cif,0.679145,train
DB0-m2_o1_o21_f0_pcu.sym.90_repeat.cif,0.531341,train
DB0-m29_o93_o510_f0_pts.sym.30_repeat.cif,0.274676,train
DB0-m3_o43_o4_f0_fsc.sym.48_repeat.cif,1.4586330000000003,train
DB0-m3_o23_o26_f0_pcu.sym.153_repeat.cif,0.218637,train
DB0-m3_o16_o27_f0_pcu.sym.113_repeat.cif,0.4545319999999999,train
DB0-m29_o84_o1500_f0_pts.sym.17_repeat.cif,0.644092,train
DB0-m2_o14_o24_f0_pcu.sym.70_repeat.cif,1.071685,train
DB0-m3_o7_o9_f0_pcu.sym.73_repeat.cif,0.173671,train
DB7-ddmof_20091_repeat.cif,0.2599,train
DB0-m3_o1_o151_f0_fsc.sym.8_repeat.cif,1.223255,train
DB0-m29_o91_o54_f0_pts.sym.11_repeat.cif,0.7800020000000001,train
DB0-m3_o93_o23_f0_fsc.sym.3_repeat.cif,0.899407,train
DB5-hypotheticalMOF_5073855_1_0_2_23_26_6_repeat.cif,0.219725,train
DB0-m29_o90_o540_f0_pts.sym.63_repeat.cif,0.384359,train
DB1-Zn2O8-AZO_A-DPAC_A_No308_repeat.cif,0.387387,train
DB0-m29_o80_o169_f0_pts.sym.127_repeat.cif,0.291724,train
DB15-pcu_N108_E65_opt_repeat.cif,0.774532,train
DB0-m3_o23_o29_f0_nbo.sym.51_repeat.cif,0.295506,train
DB12-CAXPIC_clean_repeat.cif,0.0105019999999999,train
DB0-m3_o7_o18_f0_pcu.sym.48_repeat.cif,0.8735499999999999,train
DB0-m9_o5_o24_f0_sra.sym.78_repeat.cif,0.8705949999999998,train
DB0-m3_o109_o159_f0_fsc.sym.39_repeat.cif,1.802143,train
DB0-m3_o6_o17_f0_pcu.sym.131_repeat.cif,0.56075,train
DB0-m3_o21_o27_f0_pcu.sym.123_repeat.cif,1.015216,train
DB1-Zn4O13-DPAC_A-irmof6_A_No256_repeat.cif,0.148375,train
DB0-m2_o12_o22_f0_pcu.sym.2_repeat.cif,0.396089,train
DB12-BEPVAV_freeONLY_repeat.cif,0.917074,train
DB0-m2_o19_o22_f0_nbo.sym.70_repeat.cif,0.1360029999999999,train
DB7-ddmof_2879_repeat.cif,0.710312,train
DB5-hypotheticalMOF_5857_0_0_0_10_7_9_repeat.cif,0.495117,train
DB0-m3_o27_o28_f0_nbo.sym.126_repeat.cif,0.276352,train
DB1-Zn2O8N2-ADC_A-irmof8_A_No680_repeat.cif,0.348318,train
